4,8,5,7,6,1,2,9,3
9,6,1,2,8,3,4,5,7
7,2,3,5,9,4,1,8,6
1,3,6,4,7,9,8,2,5
5,4,9,8,2,6,7,3,1
2,7,8,3,1,5,9,6,4
3,5,2,9,4,7,6,1,8
6,9,7,1,3,8,5,4,2
8,1,4,6,5,2,3,7,9
